ID,Language_ID,Description,Filename,URL,mimetype,size
066e4d1f69296d061a3524995950c502,,Taxa: <Senna skinneri>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-BE43-03B1-BE38-0/FSL1222_b_.JPG,image/jpeg,3839192
0670e4f8551a1734f1e052e320fd2a8d,,Taxa: <Pithecellobium dulce>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-9BB1-A516-25F4-0/FSL286_e_.JPG,image/jpeg,3609806
0672805512f5b096028b44d9a356a738,,Taxa: <Tillandsia hammeri>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-8802-7D39-7842-0/FSL594_c_.JPG,image/jpeg,3495491
06947058f328159170169bfb889a8329,,Taxa: <Tabernaemontana odontadeniiflora>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-C534-1E3D-015A-0/FSL539_d_.JPG,image/jpeg,2862441
0695c3fb0a1fd0738756d85d47ac912c,,Taxa: <Tithonia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-E936-A227-6E35-0/FSL956_c_.JPG,image/jpeg,3482332
06b3109d7f55e5d6c87e4a21aacfd52c,,Taxa: <Croton ciliatoglandulifer>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-BB18-C3AB-07DE-0/FSL072_c_.JPG,image/jpeg,3698711
06bd3270c2d996f863a3ec7d98281967,,Taxa: <Caesalpinia exostemma>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3000-FC35-951E-0/FSL346_f_.JPG,image/jpeg,3139511
06be7f4272594470ab6cc3493450b0cf,,Taxa: <Psidium guajava>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-09D6-99FF-BAB7-0/FSL637_b_.JPG,image/jpeg,3007456
06d01b32b62e333db20122dbb082bd99,,Taxa: <Nymphaea conardii>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-14F3-6953-20AC-0/FSL974_e_.JPG,image/jpeg,3094670
06d79ea57a256714faebb8ef729ed24a,,Taxa: <Piper variifolium>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-BF6B-D4F9-CF80-0/FSL277_e_.JPG,image/jpeg,4490487
06d90c53025d948833741212f2aef3f1,,Taxa: <Ipomoea nil>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-4294-F186-A9D8-0/FSL091_b_.JPG,image/jpeg,4329037
07035a06f6d086b10da84baf7104e8fa,,Taxa: <Chloroleucon mangense>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-3DDD-D051-083D-0/FSL260_d_.JPG,image/jpeg,4031714
0709ab20580343d457df83860ced17c5,,Taxa: <Wigandia urens>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-B23A-2B53-9920-0/FSL590_c_.JPG,image/jpeg,4056162
070ec3c91139833aa65127b33ccc22b2,,Taxa: <Jasminum sambac>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6B3A-F455-D490-0/FSL949_c_.JPG,image/jpeg,3905065
07115f966f269a33193eb962ae368c5d,,Taxa: <Spondias purpurea>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-F07E-E85B-3F58-0/FSL1099_f_.JPG,image/jpeg,3419531
0751957717e00a2da806985ad7e85990,,Taxa: <Marsdenia propinqua>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-6467-9BD9-7451-0/FSL282_c_.JPG,image/jpeg,4689108
0762e79119ec0b3bb7303849359785ae,,Taxa: <Byrsonima crassifolia>,,https://cdstar.shh.mpg.de/bitstreams/EAEA0-49C6-EB06-FB39-0/FSL1142_d_.JPG,image/jpeg,3310129
