ID,Language_ID,Headword,Part_Of_Speech,HeadwordPDLMA,Sources
E0561,zai,guie' sapatu duende,s,gye7 sapa*tu dwe*nde,RGL03;RLC04;RLC10
E0562,zai,guie' se' nalase',s,gye7 se*7 na-lase!7,JLC;RLC04;RLC10;FSL12;FSL15;VOT15
E0563,zai,guie' se' naro'ba',s,gye7 se*7 na-ro!7ba,FSL12;FSL15
E0571,zai,guie' stia,s,gye7 stya!,JLC;VP;RGL03;RLC04;RLC10;FSL15;RLC15
E0408,zai,guie' stia gui'xhi',s,gye7 stya! gi7xi,RLC14
E1188,zai,guie' te,s,gye7 te,RLC04;RLC10;RLC14;VC17
E1123,zai,guie' tiiqui,s,gye7 tiiki*,EJG;JLC;RLC10;VOT15
E1222,zai,guie' xquela guidi biniidxi,s,gye7 x.kela gidi bi-nii*dxi*,RGL03;RLC04;RLC10
E0575,zai,guie' xuga,s,gye7 zhuga,RLC14
E1155,zai,guie' xuuba',s,gye7 zhuuba,EJG;JLC;ND;VP;RLC04;FSL15;RLC15;VC15;VOT15
E1166,zai,guie' yaana',s,gye7 yaana,RLC14;FSL15;RLC15;VOT15
E0577,zai,guie' zinya,s,gye7 zinya,EJG;RLC04;RLC10;FSL15;RLC15;VOT15
E0411,zai,guiichi,s,giichi*,JLC;ND;RGL03;RLC04;RLC10
E0413,zai,guiichi aguxa',s,giichi* aguzha!7,JLC;RLC04;RLC10;FSL14
E0415,zai,guiichi batuuba',s,giichi* ba-tuuba,JLC;RLC10;RLC14
E0422,zai,guiichi bidu',s,giichi* bidu!7,EJG;JLC;ND;RLC04;RLC10;FSL12
E0425,zai,guiichi biga raagu',s,giichi* biga raagu,JLC;RLC14
E0429,zai,guiichi bihui,s,giichi* biwi,FSL12
E0426,zai,guiichi bii,s,giichi* bii*,JLC;RLC10
E0428,zai,guiichi biruba,s,giichi* bi-ru*ba*,EJG;JLC;ND;VP;RLC10
E0430,zai,guiichi bixa',s,giichi* bizha*7,EJG;JLC;ND;RLC10;FSL12;FSL14
E1126,zai,guiichi bixa' burra,s,giichi* bizha*7 bu*rra,FSL14;FSL17
E0431,zai,guiichi bixa' mani',s,giichi* bi-zha*7 mani!7,JLC;FSL14
E0432,zai,guiichi bizaari',s,giichi* bi-zaari,ND;VP;FSL14
E0433,zai,guiichi bupu,s,giichi* bupu,FSL15
E0434,zai,guiichi buu,s,giichi* buu*,RLC04;RLC10;FSL12;FSL14;VOT15;FSL16;FSL17
E0437,zai,guiichi dxita,s,giichi* dxita,RLC10;BSL12;FSL14;FSL15
E0436,zai,guiichi dxiña,s,giichi* dxinya*,RLC10;FSL12
E0438,zai,guiichi gu moradu,s,giichi* gu mora*du,FSL14;FSL15;VOT15
E1144,zai,guiichi gu quichi',s,giichi* gu kichi!7,FSL14;FSL15;VOT15
E0439,zai,guiichi gueda,s,giichi* geda,RGL03;RLC10;FSL15
E0442,zai,guiichi laya bi'cu',s,giichi* laya (bi7ku),RLC04;RLC10;FSL15
E0443,zai,guiichi luba',s,"giichi* lu-ba7 DEN:RLC10,MLC14",FSL14
E0444,zai,guiichi lui',s,giichi* lwi*7,RLC10
E0445,zai,guiichi ndani,s,(yaga) giichi* ndani,RLC10;FSL14;RLC14;FSL15;RLC15
E0446,zai,guiichi tachi,s,giichi* ta*chi,FSL15;VOT15
E0447,zai,guiichi xahui,s,giichi* zha*wi*,JLC;RLC10;FSL15
E0325,zai,guiichi xhiidi,s,giichi* xiidi,EJG;JLC;ND;RLC10;FSL12;FSL14;RLC14;FSL15
E0450,zai,guiichi xumi,s,giichi* zhu*mi*,JLC;RLC10;FSL12;VC17
E0451,zai,guiichi yaa,s,giichi* yaa,FSL12;RLC14;FSL15;RLC15
E0452,zai,guiichi yaase',s,giichi* yaase,EJG;JLC;RLC10;FSL15
E0453,zai,guiichi yonde',s,giichi* yonde!7,EJG;RGL03;RLC04;RLC10;VC17
E1223,zai,guiinya' bidxi za,s,giinya bidxi za,VC17
E0461,zai,guiinya' xigundu',s,giinya zhi+ gundu!7,EJG;RGL03;RCL10;RLC10;VC17
E0454,zai,guiiña',s,giinya,JLC;ND;VP;RGL03;RLC04;RLC10
E0463,zai,guiiña' bidxi,s,giinya bidxi,RLC14
E0456,zai,guiiña' chilianchu,s,(giinya) chilya*nchu,RGL03;RLC10
E0455,zai,guiiña' curadu,s,giinya kura*du,RGL03;RLC10
E0457,zai,guiiña' dxuladi,s,giinya dxu-la!di,RGL03;RLC10
E0459,zai,guiiña' huajiyu,s,(giinya) waji*yu,RGL03;RLC10
E0592,zai,guiiña' jalapeñu,s,guiinya jalape*nyu,RGL03;RLC10
E0458,zai,guiiña' so'pe',s,giinya so!7pe,RGL03
E0460,zai,guiiña' xcuuchu',s,(giinya) x.kuu*chu*,RLC04;RLC10
E0462,zai,guiiña' yaa,s,giinya yaa,JLC;RLC10
E0468,zai,guitu,s,gitu,EJG;JLC;ND;VP;RLC04;RLC10
E0469,zai,guitu bidxi,s,gitu bidxi,JLC;RLC10
E0470,zai,guitu biziña,s,gitu bi-zinya*,EJG;ND
E0472,zai,guitu chuga,s,gitu chuga,JLC;RLC10;VC17
E0473,zai,guitu dxiña,s,gitu dxinya,EJG;ND;RLC10
E0474,zai,guitu huiini',s,gitu wiini,RGL03;RLC04;RLC10;VC17
E1121,zai,guitu nisa,s,gitu nisa,RLC14
E0475,zai,guitu ro',s,gitu ro!7,RLC04;RLC10
E0477,zai,guitu xembe',s,gitu zhembe!7,EJG;JLC;ND;VP;RLC10;RLC14;VOT14;VC17
E1229,zai,guitu xiga,s,gitu=zhiga,ND;VC17
E0479,zai,guitu yanni,s,gitu ya!nni,JLC;RGL03;RLC10;FSL15
E0480,zai,guitu yu'la,s,gitu yu!7la,RGL03;RLC04;RLC10
E0484,zai,guixi,s,gizhi,EJG;JLC;VP;RGL03;RLC04;RLC10;VC17
E1135,zai,guixi bandui',s,gizhi ba-ndwi*7,FSL14
E0487,zai,guixi bataa,s,gizhi ba-taa*,JLC;RGL03;RLC10;VC17
E0488,zai,guixi beede,s,gizhi beede*,EJG;JLC;RLC10
E0489,zai,guixi beu,s,gizhi bewu*,JLC;VP;RLC10;FSL15
E0492,zai,guixi bi'cu',s,gizhi bi7ku,FSL15
E0494,zai,guixi donda,s,gizhi donda,EJG;JLC;VP;RLC10;FSL14;RLC14;FSL15
E0495,zai,guixi doo,s,gizhi doo,FSL14
E0496,zai,guixi ga',s,gizhi ga!7,VP;RLC10
E0486,zai,guixi guba'ya',s,gizhi (g)u-ba!7ya,RLC10;FSL14;FSL17
E0485,zai,guixi guendaro,s,gizhi genda+ r.o,RLC04;RLC10
E0498,zai,guixi laguna,s,gizhi lagu*na,FSL12
E0499,zai,guixi nisa,s,gizhi nisa,RGL03;RLC04;RLC10
E0500,zai,guixi nite,s,gizhi nite,JLC;RGL03;RLC10
E1191,zai,guixi niñu,s,gizhi ni*nyu,VC17
E0501,zai,guixi para gaze ne,s,gizhi para g.a!ze ne*,RLC04;RLC10
E0053,zai,guixi paral,s,(gizhi) pa-ra!l,RLC10
E0503,zai,guixi ra chupa,s,gizhi ra! chu*pa*,JLC;RLC10;FSL12;FSL15;FSL16
E0055,zai,guixi sacaton,s,(gizhi) saka-to!n,RLC10
E1070,zai,guixi tini,s,gizhi tini,FSL15
E1169,zai,guixi xiaa,s,gizhi zhyaa*,FSL15
E0509,zai,guixi yaa,s,gizhi yaa,VP;RLC10
E0508,zai,guixi yanu,s,gizhi ya*nu,RLC10
E0512,zai,guixi zee,s,gizhi zee,EJG;RLC10;RLC14
E1071,zai,guixi zidi laguna,s,gizhi zidi lagu*na,FSL14;RLC14
E0515,zai,gunixhi',s,gu-nixi!7,EJG;JLC;VP;RLC10;RLC14;VC17
E0516,zai,gunixhi' de guba gui,s,gu-nixi!' de+ gu-ba* gi^,JLC;RLC10
E0517,zai,guñe,s,gunye,EJG;ND;VC17
E0580,zai,huaje,s,wa*je,FSL15
E1243,zai,huanabana cha'hui',s,wana*bana cha!7wi,VC17
E0583,zai,huanabana gui'xhi',s,wana*bana gi7xi,BSL12
E0579,zai,huaya,s,wa*ya,VOT12
E0584,zai,huayaba,s,waya*ba,RLC10
E1103,zai,huele de noche,s,welede-no*che,FSL13
E0587,zai,igu',s,igu!7,RLC04;RLC10;RLC14
E1087,zai,inchahuebo,s,inchawe*bu,FSL14;FSL15
E0588,zai,ineldu,s,ine*ldu,RLC04;RLC10;VC17
E0589,zai,ique bandaga,s,ike ba-ndaga,RGL03;RLC04;RLC10;VC17
E1225,zai,ique bato' yaga,s,ike ba-to7 yaga,VC17
E0590,zai,ique yaga,s,ike yaga,RGL03;RLC10
E0593,zai,jasmin,s,ja-smi!n,RLC04;RLC10
E0603,zai,jñaa bi,s,j.nyaa* bi,FSL12
E1098,zai,jñaa nisa,s,j.nyaa* nisa,FSL13
E0514,zai,la bere',s,la* bere!7,EJG;JLC;ND;VP;RLC10;FSL14;FSL15;RLC15;VOT15
E0605,zai,la bere' guie,s,la* bere!7 gye,RLC10
E0606,zai,la gu,s,la* gu*,FSL12;FSL15;RLC15
E1190,zai,la',s,la7,VC17
E0613,zai,la'dxi',s,la7dxi,ND;RGL03;RLC10
E1250,zai,la'dxi' nite,s,la7dxi nite,RGL03;FSL14;RLC14
E0615,zai,la'dxido' guie',s,la7dxi=do7 gye7,RGL03;FSL14;RLC14
E0616,zai,la'dxido' yaga,s,la7dxi=do7 yaga,RGL03;RLC10
E0620,zai,la'pa' che le'cu',s,la7pa che!+ le7ku,JLC;RLC04;RLC10;BSL12;FSL12;FSL15;VOT15
E0622,zai,la'pa' guiichi,s,la7pa giichi*,RLC10
E0623,zai,la'sa',s,la7sa,VP;RLC10
E0624,zai,la'sa' bere,s,la7sa bere,RGL03;FSL15
E0625,zai,la'sa' biduaa,s,la7sa bi-dwaa,RGL03;RLC10;VC17
E0626,zai,la'sa' bidxiña,s,la7sa bi-dxinya*,JLC
E0627,zai,la'sa' yu,s,la7sa yu,JLC;VP;RLC10;CS12
E0628,zai,la'sa' yu dani,s,la7sa yu dani*,JLC;FSL14
E0631,zai,la'sa' yu muradu,s,la7sa yu mora*du,FSL12
E0629,zai,la'sa' yu te,s,la7sa yu te,VOT12
E0610,zai,labaplatu,s,labapla*tu,RLC04;RLC10;BSL12;FSL12;VOT14;FSL15;VOT15;FSL16
E0633,zai,laurel,s,law-re!l,RLC04;RLC10
E0635,zai,lechuga gui'xhi',s,lechu*ga gi7xi,BSL12
E0636,zai,lenteja,s,lente*ja,RGL03;RLC04;RLC10;VC17
E0637,zai,lima,s,li*ma,RLC04;RLC10;VC17
E0642,zai,limon dulse,s,limondu*lse,RLC04;RLC10
E0639,zai,limon huiini',s,li-mo!n wiini,RLC04;RLC10
E0640,zai,limon ngola,s,li-mo!n ngo*la,RLC04;RLC10
E0641,zai,limon ro',s,li-mo!n ro!7,RLC04;RLC10
E0643,zai,limun,s,li-mu!n,JLC;RLC04;RLC10
E0644,zai,lindatarde,s,lindata*rrde,RLC04;RLC10
E0645,zai,liriu,s,li*ryu,JLC;RLC10
E1208,zai,lu bandaga,s,lu ba-ndaga,VC17
E0648,zai,lu tui',s,lu twi*7,RGL03;RLC04;RLC10
E0650,zai,luba',s,lu-ba7,EJG;JLC;ND;VP;RGL03;RLC04;RLC10
E1079,zai,luba' alambre,s,lu-ba7 ala*mbre,FSL12
E0653,zai,luba' be'te',s,lu-ba7 be7te,JLC;RLC10;RLC14;VOT14;FSL15;RLC15;VOT15
E0651,zai,luba' beenda',s,lu-ba7 beenda,JLC;RLC10
E0057,zai,luba' bizaa,s,lu-ba7 bi-zaa,JLC;RLC10;RLC14
E0056,zai,luba' biña',s,(lu-ba7) bi-nya*7,JLC;RLC10;RLC14;VC17
E1084,zai,luba' chorisu,s,lu-ba7 chori*su,FSL13;RLC14
E0655,zai,luba' estropaju,s,lu-ba7 estropa*ju,FSL13
E0656,zai,luba' golondrina,s,(lu-ba7) golondri*na,RGL03;RLC04;RLC10;FSL15;RLC15;VOT15;FSL16
E0657,zai,luba' gu,s,lu-ba7 gu,JLC;RGL03;RLC10
E0652,zai,luba' guie' begu,s,(lu-ba7) gye7 begu*,JLC;RLC10;FSL15
E0058,zai,luba' guitu,s,lu-ba7 gitu,JLC;RLC10
E0659,zai,luba' guitu xembe',s,lu-ba7 gitu zhembe!7,JLC;RLC10;FSL14;RLC14;VOT14
E0059,zai,luba' jicama,s,lu-ba7 ji*ka-ma,JLC;RLC10
E0060,zai,luba' melon,s,lu-ba7 me-lo!n,JLC;RLC10
E0662,zai,luba' nisa,s,lu-ba7 j.nyaa* nisa,FSL14
E0061,zai,luba' pepinu,s,lu-ba7 pepi*nu,JLC;RLC10
E1081,zai,luba' quichi',s,lu-ba7 kichi!7,FSL14
E0664,zai,luba' rii,s,lu-ba7 rii,JLC;FSL14
E1078,zai,luba' tini,s,lu-ba7 tini,FSL14
E0667,zai,luba' uba,s,lu-ba7 u*ba,JLC;RLC10
E0063,zai,luba' xandie,s,lu-ba7 zha-ndye!,JLC;RLC10
E0064,zai,luba' xcu'du',s,(lu-ba7) x.ku!7du ~ x.ku7du,JLC;RLC04;RLC10
E0065,zai,luba' yape,s,lu-ba7 yape,JLC;RLC10
E0670,zai,ludxi baca,s,ludxi* ba*ka,JLC;VC17
E0649,zai,luxu,s,luzhu*,ND;FSL14
E0096,zai,madu xhcu',s,madu! xcu',EJG;ND;VC17
E0675,zai,maguey,s,ma-ge!y,RLC04;RLC10
E1114,zai,mala madre,s,malama*dre,FSL14
E0677,zai,mandarina,s,mandari*na,RLC04;RLC10
E0673,zai,mango,s,ma*ngo,RLC04;RLC10
E0674,zai,mango ataulfu,s,ma*ngo atawu!lfu,FSL12
E0678,zai,mangu byuxe,s,ma*ngu byu*zhe*,BSL12
E0679,zai,mangu piña,s,ma*ngu pi*nya,BSL12;VOT12
E1249,zai,mangu yaa,s,ma*ngu yaa,VC17
E0682,zai,mansana,s,mansa*na,JLC;RGL03;RLC04;RLC10
E0683,zai,mansania,s,mansa-nya!,JLC;RGL03;RLC04;RLC10
E1112,zai,mantu,s,ma*ntu,FSL14;RLC14
E0681,zai,manu de lion,s,ma*nu de+ lyo!n,RLC04;RLC10
E0685,zai,marabia,s,mara-bya!,CT12;RLL14
E0686,zai,matabuey,s,mata-bwe!y,RLC04;RLC10;FSL12
E1113,zai,mañanita,s,manyani*ta,FSL14
E0688,zai,melon,s,me-lo!n,RGL03;RLC10
E0689,zai,melon cha'hui',s,me-lo!n cha!7wi,RLC04;RLC10;RLC14;VOT14
E0690,zai,melon gui'xhi',s,me-lo!n gi7xi,RLC10
E0691,zai,melon huajaca,s,me-lo!n waja*ka,RLC10
E0692,zai,mota,s,mo*ta,RLC04;RLC10
E0693,zai,mudu,s,mudu*,JLC;ND;RGL03;RLC10
E0695,zai,mudubina,s,mudubi*na,ND;RGL03;RLC10;FSL15;RLC15;VOT15
E1248,zai,muni,s,muni!,JLC;RLC10
E0696,zai,na' yaga,s,na*7 yaga,RLC04;VC17
E0698,zai,nanchi,s,na*nchi,JLC
E0699,zai,nanchi chaahui',s,na*nchi chaawi,VOT12
E0700,zai,nanchi gui'xhi',s,na*nchi gi7xi,VP;RGL03;RLC10;FSL12
E0701,zai,nanchi lula',s,na*nchi lu-la!7,JLC;RLC04;RLC10
E0702,zai,naranja,s,nara*nja,RLC04;RLC10
E1316,zai,nareela,a,na-reela*,EJG;VP;RLC04
E0794,zai,narru zaa,a,(na-)rru zaa*,JLC
E0703,zai,nateede',a,na-teede*,JLC;RLC10
E0843,zai,naxada,a,(na-)zha!da,JLC;ND;RLC10
E0337,zai,naziña,a,na-zinya,RGL03;RLC10;VC17
E0709,zai,ndaani' nite,s,ndaani nite,RGL03;FSL14;RLC14
E0707,zai,ndaani' yaga,s,ndaani yaga,RGL03;RLC10
E0708,zai,ndaga,s,ndaga,EJG;ND;RLC10
E1214,zai,ndu,s,ndu,EJG;VC17
E0712,zai,ngaaxi',s,ngaazhi,EJG;RGL03;RLC10;VC17
E1253,zai,ni rigu'ba guixi,R,ni r.i-g.u7ba gizhi,JLC;RLC10
E0714,zai,ni rucui guixi,R,ni r.u-kwi gizhi,JLC;RLC10
E0717,zai,niidxi,s,niidxi*,EJG;VP;RLC10
E0718,zai,niidxi huada',s,niidxi* wada!7,JLC;RLC10
E0719,zai,nisa arnica,s,nisa a*rrni-ka,RGL03;RLC04;RLC10
E1256,zai,nisa biga raagu',s,nisa biga raagu,VC17
E0720,zai,nisa canela,s,nisa kane*la,RLC04
E0721,zai,nisa coco,s,nisa ko*ko,RLC04
E1254,zai,nisa dxu'ni' arnica,s,nisa dxu!7ni a*rrni-ka,RGL03;VC17
E1196,zai,nisa dxu'ni' xuba',s,nisa dxu!7ni zhuba!7,VC17
E0723,zai,nisa mansania,s,nisa mansa-nya!,RLC04;RLC10
E1255,zai,nisa naga'nda',s,nisa na-ga!7nda,VC17
E0728,zai,nite,s,nite,EJG;JLC;ND;VP;RLC04;RLC10
E0726,zai,nite bere',s,nite be-re*7,EJG;JLC;ND;VP;RLC10;RLC14;VOT14
E0727,zai,nite guela,s,nite gela,EJG;JLC;ND;RLC04;RLC10
E1257,zai,nite guie',s,nite gye7,VC17
E0066,zai,nite paral,s,(nite) pa-ra!l,RLC10
E0097,zai,nite yaza,s,nite yaza,EJG;ND;VC17
E0729,zai,niza,s,niza,EJG;JLC;ND;VP;RLC10
E0730,zai,niza huayachi,s,niza wa-ya!chi,RLC10;VC17
E0732,zai,nochebuena,s,nochebwe*na,RLC04;RLC10
E0733,zai,noni,s,no*ni,RLC12
E1109,zai,nube,s,nu*be,RLC14
E0734,zai,nube gui'xhi',s,nu*be gi7xi,FSL12;RLC12
E0739,zai,ojasen,s,oja-se!n,VOT12
E0740,zai,oregano,s,ore*gano,RLC04;RLC10
E0301,zai,orqueta,s,orke*ta,RGL03;RLC04;RLC10
E1085,zai,orquidia,s,orr-ki*dya,FSL14
E1089,zai,palo blanco,s,palobla*nku,FSL14
E1150,zai,palo mulato,s,palo mula*to,FSL15
E0741,zai,papa,s,pa*pa,JLC;RGL03;RLC10
E0745,zai,papause,s,papa!wu-se,JLC;RLC04;RLC10
E0742,zai,papaya,s,papa*ya,RGL03;RLC04;RLC10;RLC14
E0749,zai,paraisu,s,parayi*su ~ para!ysu,JLC;RLC04;RLC10;RLC12;VOT12;FSL15;RLC15
E0747,zai,parawa xti' bidxi',s,para*wa x.ti*' bi-dxi!7,RLC04;RLC10
E0748,zai,parawita,s,parawi*ta,RLC04;RLC10
E0750,zai,pe'pe',s,pe7pe,JLC;ND;RLC10
E1236,zai,pe'pe' bacua',s,pe7pe ba-kwa*7,VC17
E0752,zai,pe'pe' rini,s,pe7pe ri*ni,JLC;RLC10;FSL12;VC12;RLC14
E0753,zai,pe'pe' rini duubi',s,pe7pe (ri*ni) duubi,FSL12
E0754,zai,pepinu gui'xhi',s,pepi*nu gi7xi,RLC10
E0755,zai,pepinu huiini',s,pepi*nu wiini,JLC;RLC10
E0760,zai,pichiinchi yu,s,pi-chii*nchi* yu,RGL03;RLC10;ATR12
E0764,zai,pimienta,s,pimye*nta,RLC04;RLC10
E0763,zai,pimienta gui'xhi',s,pimye*nta gi7xi,FSL13
E0756,zai,pinu,s,pi*nu,RLC04;RLC10
E0757,zai,pitu nisiaaba',s,pi!tu nis=y.aaba,JLC;RLC10
E0772,zai,punta bandaga,s,pu*nta ba-ndaga,RGL03;RLC04;RLC10
E1284,zai,ra,v:i,-a,EJG;VP;RLC07
E1294,zai,raana,vB:t,-aana,EJG;JLC;ND;VP;RLC07
E1295,zai,raande,vA:i,-aande,VC17
E1289,zai,raca curar,vC:i,-aka=ku-ra!r,JLC;RLC07;RLC11
E1288,zai,raca guela,vC:i,-aka=gela,EJG;RLC07
E1287,zai,raca niza,vC:i,-aka # niza,RLC07
E1286,zai,rachexqui',vC:i,-ache=x.ki7,EJG;JLC
E1285,zai,rachendu,vC:i,-ache=ndu,EJG;ND;RLC04;RLC07;VC17
E1290,zai,rala,vC:i,-alla,EJG;JLC;ND;VP;RGL03;RLC04;RLC07
E1291,zai,rala zee,vC:i,-alla=zee,EJG;RGL03
E0783,zai,rama huiini',s,rra*ma wiini,RGL03;RLC04;RLC10
E1293,zai,raxha de xcu,vC:t,-axa # de+ x.ku,JLC
E1292,zai,re gaana,v and,AND+ g.aana*,EJG
E1347,zai,riaande',vA:i,-y.aande,JLC;VP
E1343,zai,riaba beenda',vA:i,-y.aba=beenda,JLC;RLC07
E1344,zai,riaba bi'xu',vA:i,-y.aba=bi7xu,EJG;RLC07
E1345,zai,riacha xuba',vA:i,-yacha=zhuba!7,EJG
E1346,zai,riale',vA:i,-y.alle!7,EJG;ND;VP;RLC09
E1296,zai,ribagu,vD:t,-b.agu,EJG;JLC;VP
E1297,zai,ribee biidxi',vD:t,-b.ee* # biidxi,
E1299,zai,ribee biitu,vD,-b.ee*=biitu*,JLC;RGL03
E0150,zai,ribee du,vD:t,-b.ee* # du,JLC;RLC10
E1298,zai,ribee guela,vD:t,-b.ee* # gela,JLC;RGL03
E1269,zai,ribee xcui,vD:t,-b.ee* # x.kwi,VC17
E1300,zai,ribee ya,vD:t,-b.ee*=ya,EJG
E1301,zai,ribi'xu',vA,-bi7xu,EJG;ND;VP
E1313,zai,rica be,vBirr:i,-ka=be,EJG;RLC07
E1312,zai,rica bi'xu',vBirr:i,-ka # bi7xu,EJG;RLC07
E0035,zai,rica guie',vBirr:i,-ka=gye7,JLC;RLC10;VC17
E1315,zai,rica yu,vBirr:i,-ka=yu,JLC;RLC07
E1302,zai,richeza layu,vB:caus,-cheza # la=yu,EJG;JLC;ND;VP
E1303,zai,ridi'di' ya,vC:i,-di7di=ya,EJG;RLC17
E1304,zai,ridxaaga' niza,vA:i,-dxaaga* # niza,EJG;VC17
E0776,zai,riga,s,riga,VP;RLC10
E1305,zai,riga',vA,-ga7,JLC;ND;VP;RLC17
E1307,zai,rigui'ba' biidxi',vD:i,-g.i7ba=biidxi,EJG;RLC07;RLC17
E1271,zai,riguiche xiiñi',vD,-g.iche=zhiinyi,VC17
E1306,zai,riguiche xqui',vD:t,-g.iche=x.ki7,EJG;JLC;RGL03;RLC07
E1308,zai,riguiibi'  xuba',vD:t,-g.iibi # zhuba!7,JLC;RLC17
E1310,zai,riguu biní,vD:t,-g.uu # bi-ni,EJG;JLC;VP
E1311,zai,riguundu',vA:i,-guundu,EJG;JLC;VP;RLC04
E1319,zai,rindaa layu,vB:caus,-ndaa* # la=yu,JLC;RLC07;RLC17
E1317,zai,rindadi' niza,vB:caus,-ndadi!7 # niza,EJG;JLC;VP
E1318,zai,rindani,vB:i,-ndani,EJG;JLC;VP;RGL03
E0036,zai,riree mudu,vA:i,-r.ee=mudu*,VP;RLC14
E1320,zai,rireeche cuaananaxhi,vA:caus,-reeche* # kwaana=naxi,EJG
E1279,zai,riuudxu',vA:i,-y.uudxu,RLC04
E1348,zai,riuundu',vA:i,-y.uundu,JLC
E1342,zai,rixhii,vA:i,-xii,EJG;ND
E1349,zai,rixuuba' niza,vA~C:t,-zhuuba # niza,EJG;JLC;VP;RGL03;RLC04
E0779,zai,rosieda,s,rrosye-da!,AV12
E0780,zai,rrabano,s,rra*ba-no,RGL03;RLC10
E0781,zai,rrama,s,rra*ma,RGL03;RLC04;RLC10
E0785,zai,rrepoyo,s,rrepo*yo,JLC;RLC10
E0786,zai,rroble,s,rro*ble,RLC04;RLC10
E0791,zai,rromeru,s,rrome*ru,RLC04;RLC10
E0789,zai,rrosa clabel,s,rro*sa kla-be!l,RLC04;RLC10
E0790,zai,rrosa de castia,s,rro*sa de ka-stya!,RGL03;RLC04;RLC10
E0792,zai,rruda,s,rru*da,JLC;RGL03;RLC04;RLC10
E0795,zai,ruaa bandaga,s,rwaa ba-ndaga,RGL03;RLC10;VC17
E1326,zai,rucaa gixi,vA:caus,-u-kaa # gizhi,EJG
E1270,zai,ruchuxhi,vA:caus,-u-chuxi*,VC17
E1321,zai,ruchuxi niza,vA:caus,-u-chuxi* # niza,RLC04
E1322,zai,rudxiiba biní,vA:caus,-u-dx.iiba # bi-ni,JLC
E1323,zai,rugu'ba' geza,vA:caus,-u-g.u7ba # geza,EJG
E1324,zai,ruguu gu'xu',vA:caus,-u-g.uu gu7xu,RLC04
E1325,zai,ruguu ya,vA:caus,-u-g.uu=ya,
E1328,zai,runi xuba',vA,-uni # zhuba!7,EJG;JLC
E1327,zai,rucui gixi,vA:caus,-u-kw.i # gizhi,JLC;RLC09;VC17
E1309,zai,ruquiiba',vA:caus,-u-k.iiba,
E1329,zai,rusiga',vA:caus,-u-si-ga!7,JLC;RLC09
E1330,zai,rusiguundu',vA:caus,-u-si-guundu,EJG;JLC;VP;RLC09
E1331,zai,rusiteede,vA:caus,-u-si-teede*,EJG;ND;RLC09
E1339,zai,rusiu'dxu',vA:caus,-u-s.y.u7dxu,EJG;JLC;VP;RLC09
E1332,zai,rutopa yaga,vA:caus,-u-topa* # yaga,EJG
E1340,zai,ruutu',vA:t,-uutu,EJG;JLC;ND;VP;RGL03;RLC09
E1333,zai,ruzaande' xuba' niyaa,vA:caus,-u-zaande # zhuba!7 ni-yaa*,EJG;JLC;RLC09
E1335,zai,ruzaande' zhu-baande',vA:caus,-u-z.aande zhu-b=a!ande,EJG
E1334,zai,ruzaande' ñe yaa,vA:caus,-u-zaande nye* yaa,EJG;RLC09
E1336,zai,ruzeechu' gixi,vA:caus,-u-z.eechu # gizhi,VC17
E0797,zai,sa gue'la',s,sa! ge7la,FSL12
E0804,zai,safiate,s,sa-fya*te,RLC04;RLC10
E0803,zai,safras,s,sa-fra!s,RLC04;RLC10
E0805,zai,salbarial,s,salba-rya!l,CS12
E1101,zai,samanina,s,samani*na,FSL14;RLC14
E0806,zai,san juan,s,san-jwa!n,FSL14;RLC14
E1088,zai,sana,s,sana,FSL14
E0808,zai,sapa ndu,s,sapa ndu,EJG;JLC;ND;VP;RGL03;RLC07;RLC10
E0809,zai,sapatu duende,s,sapa*tu dwe*nde,FSL13
E1128,zai,sapotiu,s,sapo-tyu!,FSL13
E1176,zai,seboya,s,sebo*ya,JLC;RLC10
E1263,zai,seboya guixi,s,sebo*ya gixi,VC17
E0812,zai,seboya moradu,s,sebo*ya mora*du,RLC04;RLC10
E0811,zai,seboya nisa,s,sebo*ya nisa,FSL14
E0810,zai,sedru,s,se*dru,JLC;RLC04;RLC10
E1192,zai,semia,s,se-mya!,VC17
E1111,zai,seresa,s,sere*sa,FSL13
E0821,zai,siemprebiba,s,syemprebi*ba,RLC04;RLC10
E0816,zai,silantru,s,sila*ntru,RGL03;RLC10
E0358,zai,sinconegritos,s,sinkonegri*tos,JLC;FSL14
E1213,zai,sinta,s,si*nta,VC17
E0818,zai,sorgo,s,so*rgo,JLC;RLC10
E0822,zai,taangu ta beela,s,taa*ngu* ta! bee*lla*,JLC;RLC10;FSL12;RLC12;VOT12
E1276,zai,taberna',s,tabe-rrna!7,VC17
E1073,zai,tamarindiu,s,tamari-ndyu!,FSL14
E0824,zai,tamarindu,s,tamari*ndu,JLC;RLC10
E0825,zai,tamburete,s,ta-mbu!+rete,JLC;RGL03
E1080,zai,tau cuuni,s,tawu!7 kuuni*,JLC;RLC10;FSL12;FSL14
E1067,zai,te cimarron,s,te! sima-rro*n,FSL14
E0829,zai,te limon,s,te! li-mo!n,JLC;RLC04
E0830,zai,teede,s,tee*de*,JLC;RLC10
E0832,zai,teresita,s,teresi*ta,RLC04;RLC10
E0835,zai,ti'xhi yaga,s,ti7xi yaga,JLC;RLC10;VC17
E0833,zai,tini,s,tini,JLC
E1266,zai,trompi'pi',s,tro-mpi!7pi,VC17
